Id	Polaridad	Happiness	Anger	Fear	Repulsion	Surprise	Sadness	interest
2392	0	0	0	0	0	0	0	Unidentified
2393	0	0	0	0	0	0	0	Unidentified
2394	0	0	0	0	0	0	0	Unidentified
2395	0	0	0	0	0	0	0	Unidentified
2396	0	0	0	0	0	0	0	Unidentified
2397	0	0	0	0	0	0	0	Unidentified
2398	0	0	0	0	0	0	0	Unidentified
2399	0	0	0	0	0	0	0	Unidentified
2400	0	0	0	0	0	0	0	Unidentified
2401	0	0	0	0	0	0	0	Unidentified
2402	0	0	0	0	0	0	0	Unidentified
2403	0	0	0	0	0	0	0	Unidentified
2404	0	0	0	0	0	0	0	Unidentified
2405	0	0	0	0	0	0	0	Unidentified
2406	0	0	0	0	0	0	0	Unidentified
2407	0	0	0	0	0	0	0	Unidentified
2408	0	0	0	0	0	0	0	Unidentified
2409	0	0	0	0	0	0	0	Unidentified
2410	0	0	0	0	0	0	0	Unidentified
2411	0	0	0	0	0	0	0	Unidentified
2412	1	0	0	0	0	0	0	Unidentified
2413	0	0	0	0	0	0	0	Unidentified
2414	0	0	0	0	0	0	0	Unidentified
2415	0	0	0	0	0	0	0	Unidentified
2416	0	0	0	0	0	0	0	Unidentified
2417	0	0	0	0	0	0	0	Unidentified
2418	0	0	0	0	0	0	0	Unidentified
2419	0	0	0	0	0	0	0	Unidentified
2420	0	0	0	0	0	0	0	Unidentified
2421	0	0	0	0	0	0	0	Unidentified
2422	0	0	0	0	0	0	0	Unidentified
2423	0	0	0	0	0	0	0	Unidentified
2424	0	0	0	0	0	0	0	Unidentified
2425	0	0	0	0	0	0	0	Unidentified
2426	0	0	0	0	0	0	0	Unidentified
2427	0	0	0	0	0	0	0	Unidentified
2428	0	0	0	0	0	0	0	Unidentified
2429	0	0	0	0	0	0	0	Unidentified
2430	0	0	0	0	0	0	0	Unidentified
2431	0	0	0	0	0	0	0	Unidentified
2432	0	0	0	0	0	0	0	Unidentified
2433	0	0	0	0	0	0	0	Unidentified
2434	0	0	0	0	0	0	0	Unidentified
2435	0	0	0	0	0	0	0	Unidentified
2436	0	0	0	0	0	0	0	Unidentified
2437	0	0	0	0	0	0	0	Unidentified
2438	0	0	0	0	0	0	0	Unidentified
2439	0	0	0	0	0	0	0	Unidentified
2440	0	0	0	0	0	0	0	Unidentified
2441	0	0	0	0	0	0	0	Unidentified
2442	0	0	0	0	0	0	0	Unidentified
2443	0	0	0	0	0	0	0	Unidentified
2444	0	0	0	0	0	0	0	Unidentified
2445	0	0	0	0	0	0	0	Unidentified
2446	0	0	0	0	0	0	0	Unidentified
2447	0	0	0	0	0	0	0	Unidentified
2448	0	0	0	0	0	0	0	Unidentified
2449	0	0	0	0	0	0	0	Unidentified
2450	0	0	0	0	0	0	0	Unidentified
2451	0	0	0	0	0	0	0	Unidentified
2452	0	0	0	0	0	0	0	Unidentified
2453	0	0	0	0	0	0	0	Unidentified
2454	0	0	0	0	0	0	0	Unidentified
2455	0	0	0	0	0	0	0	Unidentified
2456	0	0	0	0	0	0	0	Unidentified
2457	0	0	0	0	0	0	0	Unidentified
2458	0	0	0	0	0	0	0	Unidentified
2459	0	0	0	0	0	0	0	Unidentified
2460	0	0	0	0	0	0	0	Unidentified
2461	0	0	0	0	0	0	0	Unidentified
2462	0	0	0	0	0	0	0	Unidentified
2463	0	0	0	0	0	0	0	Unidentified
2464	0	0	0	0	0	0	0	Unidentified
2465	0	0	0	0	0	0	0	Unidentified
2466	0	0	0	0	0	0	0	Unidentified
2467	0	0	0	0	0	0	0	Unidentified
2468	0	0	0	0	0	0	0	Unidentified
2469	0	0	0	0	0	0	0	Unidentified
2470	0	0	0	0	0	0	0	Unidentified
2471	0	0	0	0	0	0	0	Unidentified
2472	0	0	0	0	0	0	0	Unidentified
2473	0	0	0	0	0	0	0	Unidentified
2474	0	0	0	0	0	0	0	Unidentified
2475	0	0	0	0	0	0	0	Unidentified
2476	0	0	0	0	0	0	0	Unidentified
2477	0	0	0	0	0	0	0	Unidentified
2478	0	0	0	0	0	0	0	Unidentified
2479	0	0	0	0	0	0	0	Unidentified
2480	0	0	0	0	0	0	0	Unidentified
2481	0	0	0	0	0	0	0	Unidentified
2482	0	0	0	0	0	0	0	Unidentified
2483	0	0	0	0	0	0	0	Unidentified
2484	0	0	0	0	0	0	0	Unidentified
2485	0	0	0	0	0	0	0	Unidentified
2486	0	0	0	0	0	0	0	Unidentified
2487	0	0	0	0	0	0	0	Unidentified
2488	0	0	0	0	0	0	0	Unidentified
2489	0	0	0	0	0	0	0	Unidentified
2490	0	0	0	0	0	0	0	Unidentified
2491	0	0	0	0	0	0	0	Unidentified
2492	0	0	0	0	0	0	0	Unidentified
2493	0	0	0	0	0	0	0	Unidentified
2494	0	0	0	0	0	0	0	Unidentified
2495	0	0	0	0	0	0	0	Unidentified
2496	0	0	0	0	0	0	0	Unidentified
2497	0	0	0	0	0	0	0	Unidentified
2498	0	0	0	0	0	0	0	Unidentified
2499	0	0	0	0	0	0	0	Unidentified
2500	0	0	0	0	0	0	0	Unidentified
2501	0	0	0	0	0	0	0	Unidentified
2502	0	0	0	0	0	0	0	Unidentified
2503	0	0	0	0	0	0	0	Unidentified
2504	0	0	0	0	0	0	0	Unidentified
2505	0	0	0	0	0	0	0	Unidentified
2506	0	0	0	0	0	0	0	Unidentified
2507	0	0	0	0	0	0	0	Unidentified
2508	0	0	0	0	0	0	0	Unidentified
2509	0	0	0	0	0	0	0	Unidentified
2510	0	0	0	0	0	0	0	Unidentified
2511	0	0	0	0	0	0	0	Unidentified
2512	0	0	0	0	0	0	0	Unidentified
2513	0	0	0	0	0	0	0	Unidentified
2514	0	0	0	0	0	0	0	Unidentified
2515	0	0	0	0	0	0	0	Unidentified
2516	0	0	0	0	0	0	0	Unidentified
2517	0	0	0	0	0	0	0	Unidentified
2518	0	0	0	0	0	0	0	Unidentified
2519	0	0	0	0	0	0	0	Unidentified
2520	0	0	0	0	0	0	0	Unidentified
2521	0	0	0	0	0	0	0	Unidentified
2522	0	0	0	0	0	0	0	Unidentified
2523	0	0	0	0	0	0	0	Unidentified
2524	0	0	0	0	0	0	0	Unidentified
2525	0	0	0	0	0	0	0	Unidentified
2526	0	0	0	0	0	0	0	Unidentified
2527	0	0	0	0	0	0	0	Unidentified
2528	0	0	0	0	0	0	0	Unidentified
2529	0	0	0	0	0	0	0	Unidentified
2530	0	0	0	0	0	0	0	Unidentified
2531	0	0	0	0	0	0	0	Unidentified
2532	0	0	0	0	0	0	0	Unidentified
2533	0	0	0	0	0	0	0	Unidentified
2534	0	0	0	0	0	0	0	Unidentified
2535	0	0	0	0	0	0	0	Unidentified
2536	0	0	0	0	0	0	0	Unidentified
2537	0	0	0	0	0	0	0	Unidentified
2538	0	0	0	0	0	0	0	Unidentified
2539	0	0	0	0	0	0	0	Unidentified
2540	0	0	0	0	0	0	0	Unidentified
2541	0	0	0	0	0	0	0	Unidentified
2542	0	0	0	0	0	0	0	Unidentified
2543	0	0	0	0	0	0	0	Unidentified
2544	0	0	0	0	0	0	0	Unidentified
2545	0	0	0	0	0	0	0	Unidentified
2546	0	0	0	0	0	0	0	Unidentified
2547	0	0	0	0	0	0	0	Unidentified
2548	0	0	0	0	0	0	0	Unidentified
2549	0	0	0	0	0	0	0	Unidentified
2550	0	0	0	0	0	0	0	Unidentified
2551	0	0	0	0	0	0	0	Unidentified
2552	0	0	0	0	0	0	0	Unidentified
2553	0	0	0	0	0	0	0	Unidentified
2554	0	0	0	0	0	0	0	Unidentified
2555	0	0	0	0	0	0	0	Unidentified
2556	0	0	0	0	0	0	0	Unidentified
2557	0	0	0	0	0	0	0	Unidentified
2558	0	0	0	0	0	0	0	Unidentified
2559	0	0	0	0	0	0	0	Unidentified
2560	0	0	0	0	0	0	0	Unidentified
2561	0	0	0	0	0	0	0	Unidentified
2562	0	0	0	0	0	0	0	Unidentified
2563	0	0	0	0	0	0	0	Unidentified
2564	0	0	0	0	0	0	0	Unidentified
2565	0	0	0	0	0	0	0	Unidentified
2566	0	0	0	0	0	0	0	Unidentified
2567	0	0	0	0	0	0	0	Unidentified
2568	0	0	0	0	0	0	0	Unidentified
2569	0	0	0	0	0	0	0	Unidentified
2570	0	0	0	0	0	0	0	Unidentified
2571	0	0	0	0	0	0	0	Unidentified
2572	0	0	0	0	0	0	0	Unidentified
2573	0	0	0	0	0	0	0	Unidentified
2574	0	0	0	0	0	0	0	Unidentified
2575	0	0	0	0	0	0	0	Unidentified
2576	0	0	0	0	0	0	0	Unidentified
2577	0	0	0	0	0	0	0	Unidentified
2578	0	0	0	0	0	0	0	Unidentified
2579	0	0	0	0	0	0	0	Unidentified
2580	0	0	0	0	0	0	0	Unidentified
2581	0	0	0	0	0	0	0	Unidentified
2582	0	0	0	0	0	0	0	Unidentified
2583	0	0	0	0	0	0	0	Unidentified
2584	0	0	0	0	0	0	0	Unidentified
2585	0	0	0	0	0	0	0	Unidentified
2586	0	0	0	0	0	0	0	Unidentified
2587	0	0	0	0	0	0	0	Unidentified
2588	0	0	0	0	0	0	0	Unidentified
2589	0	0	0	0	0	0	0	Unidentified
2590	0	0	0	0	0	0	0	Unidentified
2591	0	0	0	0	0	0	0	Unidentified
2592	0	0	0	0	0	0	0	Unidentified
2593	0	0	0	0	0	0	0	Unidentified
2594	0	0	0	0	0	0	0	Unidentified
2595	0	0	0	0	0	0	0	Unidentified
2596	0	0	0	0	0	0	0	Unidentified
2597	0	0	0	0	0	0	0	Unidentified
2598	0	0	0	0	0	0	0	Unidentified
2599	0	0	0	0	0	0	0	Unidentified
2600	0	0	0	0	0	0	0	Unidentified
2601	0	0	0	0	0	0	0	Unidentified
2602	0	0	0	0	0	0	0	Unidentified
2603	0	0	0	0	0	0	0	Unidentified
2604	0	0	0	0	0	0	0	Unidentified
2605	0	0	0	0	0	0	0	Unidentified
2606	0	0	0	0	0	0	0	Unidentified
2607	0	0	0	0	0	0	0	Unidentified
2608	0	0	0	0	0	0	0	Unidentified
2609	0	0	0	0	0	0	0	Unidentified
2610	0	0	0	0	0	0	0	Unidentified
2611	0	0	0	0	0	0	0	Unidentified
2612	0	0	0	0	0	0	0	Unidentified
2613	0	0	0	0	0	0	0	Unidentified
2614	0	0	0	0	0	0	0	Unidentified
2615	0	0	0	0	0	0	0	Unidentified
2616	0	0	0	0	0	0	0	Unidentified
2617	0	0	0	0	0	0	0	Unidentified
2618	0	0	0	0	0	0	0	Unidentified
2619	0	0	0	0	0	0	0	Unidentified
2620	0	0	0	0	0	0	0	Unidentified
